epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,305.247,0.53056,0.21759,0.00343,0.94005,0.96403,0.98771,0.84485,0.62687,0.26433,0.00373,0.00026422,0.00026422,0.00026422
87,308.848,0.5398,0.21068,0.0035,0.94016,0.94714,0.98854,0.84852,0.62577,0.27307,0.00369,0.000247716,0.000247716,0.000247716
88,312.381,0.54769,0.20763,0.00357,0.98042,0.96518,0.98993,0.85091,0.62201,0.24854,0.00366,0.000231213,0.000231213,0.000231213
89,315.887,0.52273,0.21145,0.00338,0.97292,0.97498,0.99209,0.85144,0.61798,0.23099,0.0037,0.00021471,0.00021471,0.00021471
90,319.481,0.54032,0.21336,0.00349,0.98092,0.97218,0.99213,0.85061,0.61974,0.22664,0.0037,0.000198206,0.000198206,0.000198206
91,323.999,0.51589,0.19653,0.00339,0.97267,0.97269,0.99248,0.84606,0.63004,0.23332,0.00375,0.000181703,0.000181703,0.000181703
92,327.633,0.51645,0.20115,0.00328,0.9683,0.97907,0.99162,0.8458,0.63573,0.24216,0.00376,0.0001652,0.0001652,0.0001652
93,331.333,0.54262,0.2178,0.00349,0.94512,0.96463,0.98951,0.84768,0.62012,0.2419,0.00367,0.000148696,0.000148696,0.000148696
94,335.126,0.51481,0.19004,0.00345,0.97131,0.97212,0.98974,0.8467,0.6216,0.23901,0.00369,0.000132193,0.000132193,0.000132193
95,338.653,0.51953,0.2015,0.00333,0.95191,0.97424,0.98983,0.84539,0.6298,0.24284,0.00372,0.00011569,0.00011569,0.00011569
96,342.201,0.5122,0.1906,0.00341,0.94873,0.95589,0.9891,0.84727,0.62891,0.24939,0.0037,9.91865e-05,9.91865e-05,9.91865e-05
97,345.714,0.52276,0.19241,0.00342,0.96183,0.95726,0.98876,0.85038,0.62515,0.24698,0.00368,8.26832e-05,8.26832e-05,8.26832e-05
